NumID,Malicious,Transaction Attempts,Transaction Success,Transaction time(per),Success?,View Update Time (per),TX>TXMIN?,Validate Block time,Validate success
94037489,false,15,8,64,true,1329,true,137,true
,,,,46,true,298,true,81,true
,,,,31,true,249,true,84,true
,,,,46,true,255,true,71,true
,,,,54,true,5,false,-1,false
,,,,41,true
,,,,24,true
,,,,18305,true
,,,,26,false
,,,,21,false
,,,,18,false
,,,,22,false
,,,,26,false
,,,,17,false
,,,,14,false

176769746,false,15,0,62,false,65,true,47,false
,,,,28,false,34,true,19,false
,,,,27,false,38,true,26,false
,,,,34,false,34,true,21,false
,,,,24,false,3,false,-1,false
,,,,17168,false
,,,,148,false
,,,,20,false
,,,,16,false
,,,,14,false
,,,,16,false
,,,,18,false
,,,,32,false
,,,,3937,false
,,,,17,false

179829728,false,15,8,66,true,9,false,-1,false
,,,,38,true,10,false,-1,false
,,,,35,true,8,false,-1,false
,,,,74,true,7,false,-1,false
,,,,88,true
,,,,40,true
,,,,88,true
,,,,67,true
,,,,33,false
,,,,29,false
,,,,20,false
,,,,24,false
,,,,57,false
,,,,15013,false
,,,,12,false

625495362,false,15,9,101,true,463,true,96,true
,,,,52,true,22,false,-1,false
,,,,47,true,25,false,-1,false
,,,,33,true,5,false,-1,false
,,,,35,true
,,,,29,true
,,,,17391,true
,,,,35,true
,,,,51,true
,,,,23,false
,,,,25,false
,,,,10331,false
,,,,37,false
,,,,16,false
,,,,64,false

728765117,false,15,8,74,true,336,true,72,true
,,,,72,true,6,false,-1,false
,,,,29,true,10,false,-1,false
,,,,42,true,10,false,-1,false
,,,,111,true
,,,,35,true
,,,,47,true
,,,,70,true
,,,,36,false
,,,,84,false
,,,,32,false
,,,,351,false
,,,,33,false
,,,,34,false
,,,,20,false

752169097,false,14,7,63,true,6,false,-1,false
,,,,41,true,7,false,-1,false
,,,,39,true,25,false,-1,false
,,,,30,true,5,false,-1,false
,,,,30,true
,,,,48,true
,,,,58,true
,,,,21,false
,,,,28,false
,,,,272,false
,,,,15,false
,,,,41,false
,,,,6596,false
,,,,39,false

1056470561,false,15,8,118,true,7,false,-1,false
,,,,55,true,6,false,-1,false
,,,,31,true,5,false,-1,false
,,,,1843,true
,,,,43,true
,,,,36,true
,,,,30,true
,,,,6731,true
,,,,21,false
,,,,35,false
,,,,22,false
,,,,71,false
,,,,57,false
,,,,14,false
,,,,18,false

